2025-09-24T14:21:55Z,AS7263,581.49,269.28,77.14,,,27.34,30.34,0.02,0.06,-1.00,0.00,0.37,0.00
2025-09-24T14:21:58Z,AS7263,581.49,269.28,77.14,,,27.33,30.33,0.02,0.06,-1.00,0.24,0.43,0.00
2025-09-24T14:22:01Z,AS7263,581.49,269.28,77.14,,,27.34,30.34,0.02,0.06,-1.00,0.00,0.37,-0.12
2025-09-24T14:22:04Z,AS7263,581.49,269.28,77.14,,,27.34,30.34,0.02,0.06,-1.00,0.00,0.31,-0.06
2025-09-24T14:22:08Z,AS7263,581.49,269.28,77.14,,,27.34,30.34,0.01,0.06,-1.00,0.06,0.55,-0.06
2025-09-24T14:22:11Z,AS7263,581.49,269.28,77.14,,,27.34,30.34,0.01,0.06,-1.00,0.12,0.55,0.06
2025-09-24T14:22:14Z,AS7263,581.49,269.28,77.14,,,27.34,30.34,0.02,0.06,-1.00,0.12,0.49,0.00
2025-09-24T14:22:17Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.05,-1.00,0.06,0.37,-0.06
2025-09-24T14:22:20Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.06,-1.00,-0.12,0.00,-0.12
2025-09-24T14:22:23Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.01,0.06,-1.00,0.06,0.67,0.06
2025-09-24T14:22:26Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.05,-1.00,0.00,0.55,0.06
2025-09-24T14:22:29Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.01,0.05,-1.00,0.12,0.24,-0.06
2025-09-24T14:22:32Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.06,-1.00,0.00,0.55,-0.12
2025-09-24T14:22:35Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.06,-1.00,0.06,0.55,0.00
2025-09-24T14:22:38Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.06,-1.00,-0.12,0.55,0.00
2025-09-24T14:22:41Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.05,-1.00,-0.06,0.37,-0.31
2025-09-24T14:22:44Z,AS7263,581.49,269.28,77.14,,,27.36,30.36,0.02,0.06,-1.00,0.00,0.43,-0.12
2025-09-24T14:22:47Z,AS7263,581.49,269.28,77.14,,,27.36,30.36,0.01,0.06,-1.00,0.18,0.61,0.00
2025-09-24T14:22:50Z,AS7263,581.49,269.26,77.14,,,27.36,30.36,0.02,0.05,-1.00,-0.06,0.37,0.06
2025-09-24T14:22:53Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.05,-1.00,0.06,0.37,-0.06
2025-09-24T14:22:57Z,AS7263,581.49,269.26,77.14,,,27.36,30.36,0.02,0.06,-1.00,0.06,0.73,-0.06
2025-09-24T14:23:00Z,AS7263,581.49,269.28,77.14,,,27.35,30.35,0.02,0.06,-1.00,-0.06,0.37,-0.06
2025-09-24T14:23:03Z,AS7263,581.49,269.26,77.14,,,27.36,30.36,0.02,0.06,-1.00,0.00,0.37,0.00
2025-09-24T14:23:06Z,AS7263,581.49,269.28,77.14,,,27.36,30.36,0.02,0.05,-1.00,0.00,0.55,-0.06
2025-09-24T14:23:09Z,AS7263,581.49,269.28,77.14,,,27.36,30.36,0.02,0.06,-1.00,0.00,0.61,-0.06
2025-09-24T14:23:12Z,AS7263,581.49,269.28,77.14,,,27.37,30.37,0.02,0.05,-1.00,0.12,0.43,0.00
2025-09-24T14:23:15Z,AS7263,581.49,269.28,77.14,,,27.36,30.36,0.01,0.05,-0.99,0.43,-0.24,-0.24
2025-09-24T14:23:18Z,AS7263,581.49,269.28,77.14,,,27.37,30.37,0.02,0.06,-1.00,-0.12,0.43,-0.06
2025-09-24T14:23:21Z,AS7263,581.49,269.28,77.14,,,27.37,30.37,0.02,0.05,-1.00,0.06,0.49,-0.12
2025-09-24T14:23:24Z,AS7263,581.49,269.28,77.14,,,27.37,30.37,0.02,0.06,-1.00,0.00,0.37,-0.06
2025-09-24T14:23:27Z,AS7263,581.49,269.28,77.14,,,27.37,30.37,0.02,0.06,-1.00,0.00,0.49,0.06
2025-09-24T14:23:30Z,AS7263,581.49,269.28,77.14,,,27.38,30.38,0.02,0.05,-1.00,0.12,0.43,-0.06
2025-09-24T14:23:33Z,AS7263,581.49,269.28,77.14,,,27.38,30.38,0.02,0.05,-1.00,0.06,0.37,0.12
2025-09-24T14:23:36Z,AS7263,581.49,269.26,77.14,,,27.38,30.38,0.02,0.06,-1.00,0.12,0.49,-0.12
2025-09-24T14:23:39Z,AS7263,581.49,269.28,77.14,,,27.38,30.38,0.02,0.05,-1.00,-0.12,0.49,0.06
2025-09-24T14:23:42Z,AS7263,581.49,269.28,77.14,,,27.38,30.38,0.02,0.06,-1.00,0.00,0.37,0.00
2025-09-24T14:23:45Z,AS7263,581.49,269.28,77.14,,,27.39,30.39,0.02,0.05,-1.00,0.18,0.61,0.12
2025-09-24T14:23:49Z,AS7263,581.49,269.28,77.14,,,27.39,30.39,0.02,0.05,-1.00,-0.06,0.49,0.00
2025-09-24T14:23:52Z,AS7263,581.49,269.28,77.14,,,27.39,30.39,0.02,0.06,-1.00,-0.06,0.37,-0.12
2025-09-24T14:23:55Z,AS7263,581.49,269.28,77.14,,,27.40,30.40,0.02,0.06,-1.01,-0.49,1.16,0.06
2025-09-24T14:23:57Z,Average Blood Pressure and Glucose Readings,581.49,269.28,77.14,,,27.36,30.36,0.02,0.06,-1.00,0.02,0.45,-0.04
