2025-09-17T07:40:38Z,AS7263,AS7263,581.49,269.32,77.14,27.62,30.62,0.05,-0.04,1.01,0.06,0.43,0.18
2025-09-17T07:40:42Z,AS7263,AS7263,581.49,269.32,77.14,27.63,30.63,0.07,-0.03,1.00,0.12,0.43,0.12
2025-09-17T07:40:45Z,AS7263,AS7263,581.49,269.32,77.14,27.63,30.63,0.07,-0.02,1.00,0.12,0.55,0.00
2025-09-17T07:40:48Z,AS7263,AS7263,581.49,269.32,77.14,28.76,31.76,0.06,-0.03,1.00,0.12,0.55,0.06
2025-09-17T07:40:51Z,AS7263,AS7263,581.49,269.30,77.14,29.34,32.34,0.06,-0.03,1.00,-0.12,-1.71,0.06
2025-09-17T07:40:54Z,AS7263,AS7263,581.49,269.32,77.14,29.50,32.50,0.07,-0.03,1.00,0.18,0.55,-0.06
2025-09-17T07:40:57Z,AS7263,AS7263,581.49,269.30,77.14,29.62,32.62,0.07,-0.03,1.00,0.00,0.43,0.12
2025-09-17T07:41:00Z,AS7263,AS7263,581.49,269.32,77.14,29.15,32.15,0.06,-0.03,1.00,0.06,0.61,0.18
2025-09-17T07:41:03Z,AS7263,AS7263,581.49,269.32,77.14,28.91,31.91,0.07,-0.03,1.00,0.06,0.67,0.00
2025-09-17T07:41:06Z,AS7263,AS7263,581.49,269.30,77.14,28.75,31.75,0.07,-0.03,1.00,0.06,0.49,-0.06
2025-09-17T07:41:09Z,AS7263,AS7263,581.49,269.32,77.14,28.62,31.62,0.07,-0.03,1.00,0.00,0.55,-0.06
2025-09-17T07:41:12Z,AS7263,AS7263,581.49,269.30,77.14,28.52,31.52,0.06,-0.03,1.00,0.06,0.43,0.00
2025-09-17T07:41:15Z,AS7263,AS7263,581.49,269.32,77.14,28.44,31.44,0.06,-0.03,1.00,0.12,0.49,0.06
2025-09-17T07:41:18Z,AS7263,AS7263,581.49,269.32,77.14,28.39,31.39,0.07,-0.03,1.00,0.24,0.49,0.00
2025-09-17T07:41:21Z,AS7263,AS7263,581.49,269.32,77.14,28.34,31.34,0.06,-0.03,1.00,-0.06,0.49,-0.12
2025-09-17T07:41:24Z,AS7263,AS7263,581.49,269.32,77.14,28.30,31.30,0.07,-0.03,1.00,0.06,0.49,0.00
2025-09-17T07:41:27Z,AS7263,AS7263,581.49,269.30,77.14,28.26,31.26,0.07,-0.03,1.00,0.00,0.55,-0.12
2025-09-17T07:41:30Z,AS7263,AS7263,581.49,269.32,77.14,28.24,31.24,0.07,-0.03,1.00,0.12,0.55,-0.12
2025-09-17T07:41:34Z,AS7263,AS7263,581.49,269.30,77.14,28.21,31.21,0.06,-0.03,1.01,0.06,0.43,0.00
2025-09-17T07:41:37Z,AS7263,AS7263,581.49,269.30,77.14,28.19,31.19,0.06,-0.03,1.00,-0.06,0.67,0.00
2025-09-17T07:41:40Z,AS7263,AS7263,581.49,269.32,77.14,28.16,31.16,0.06,-0.03,1.00,0.12,0.49,-0.06
2025-09-17T07:41:43Z,AS7263,AS7263,581.49,269.30,77.14,28.14,31.14,0.06,-0.03,1.00,0.18,0.49,0.06
2025-09-17T07:41:46Z,AS7263,AS7263,581.49,269.30,77.14,28.12,31.12,0.07,-0.03,1.00,0.00,0.37,0.00
